followers_count,screen_name,location,verified,name,friends_count,created_at,description,user_id,url,statuses_count
17,sssnape2,,False,sssnape,175,Wed Jan 01 09:57:39 +0000 2020,,1212311873762127874,,27
24834,vijestihr,"Zagreb, Croatia",False,RTL Vijesti,773,Thu Aug 04 14:28:07 +0000 2011,Dobrodošli na službeni Twitter profil RTL-ovog portala https://t.co/0Zzt39iCUI! #rtl #rtlhr #vijestihr,348488593,https://t.co/MkZ0ybYlXx,74381
764,Rijeka1961,Republic of Croatia,False,Ekonomski fakultet,2752,Thu Nov 05 13:24:36 +0000 2015,Službeni profil Ekonomskog fakulteta Sveučilišta u Rijeci,4119626644,https://t.co/gL1jzT1ORl,495
19,sky89447781,,False,sky,90,Wed Apr 14 16:42:47 +0000 2021,,1382373732585336836,,0
357,otokkrkportal,"Island Krk, Croatia",False,otok krk,94,Sat Jun 19 12:05:39 +0000 2010,"Najaktivniji portal otoka Krka. Vijesti s otoka Krka, vijesti iz Hrvatske i svijeta, web imenik, e-shop, oglasnik, recepti, putovanja, vodič, igre...",157295514,http://t.co/Vdr6kIbg3w,12213
8,PredragBrazzod1,,False,Predrag Brazzoduro,1,Sun Mar 27 07:14:58 +0000 2016,,713987659773919232,,0
1,Iva18298575,Republic of Croatia,False,Iva,25,Sun Sep 30 11:35:53 +0000 2018,Budi svoj bez obzira na druge❤️,1046362997785088001,,8
104,dzembo,Hotel Amfiteatar,False,Deniz Zembo,167,Tue Sep 15 12:01:54 +0000 2009,,74429347,https://t.co/7zIZUKnfXs,196
61,grdanagrdanaa,Osijek,False,Grdana,702,Fri Sep 28 22:34:14 +0000 2012,,851846053,,7
332,ivanaradeljic,London,False,@ivanaradeljic😉😘,2248,Wed Oct 30 06:58:25 +0000 2019,"Everything in life can teach you a lesson, you just have to be willing to learn.🌍🤔🙂🤯",1189436302657236992,,212
45,Malimate9,,False,Mislim dakl,271,Fri Mar 22 17:51:26 +0000 2019,Zagreb,1109150607573692416,,18
5351,moamerkasumovic,,True,Moamer Kasumović,1764,Sat May 19 14:44:25 +0000 2018,#znači novopečeni stanovnik seoske zajednice.,997850468985516032,,9916
545,zarkostilin,Republic of Croatia,False,Žarko Stilin,856,Sat May 17 18:38:39 +0000 2014,Marketing consultant,2502255529,https://t.co/jbk98nDLct,1447
5,PrpicPerica,,False,Perica Prpić,21,Fri Feb 24 19:58:39 +0000 2017,,835217393412624384,,0
13167,HDZ_HR,"Zagreb, Trg žrtava fašizma 4",True,HDZ,574,Wed Apr 24 10:54:22 +0000 2013,Hrvatska demokratska zajednica je središnja stranka hrvatskog naroda u RH i dijaspori.,1376760751,http://t.co/bg1r8ZdWKa,20433
4467886,EpicGames,"Cary, NC",True,Epic Games Store,88,Mon Mar 08 23:26:58 +0000 2010,"A curated digital storefront for PC and Mac, designed with both players and creators in mind. Focusing on great games and a fair deal for game developers.",121258930,https://t.co/KuoacpHAKX,8006
24,leskovar_ivica,,False,Leskovar Ivica,348,Fri Nov 26 06:26:02 +0000 2021,,1464118096625606657,,0
156,bbhd123456789,Bosnia and Herzegovina,False,bhd123456789,242,Fri Jan 04 22:00:40 +0000 2019,💪🏼,1081309460914683904,,206
190,Johny37423978,,False,Johny,1877,Sun Sep 29 17:23:37 +0000 2019,,1178359500220317696,,222
49,Nino50860146,Zagreb,False,Nino,527,Wed Aug 08 13:04:52 +0000 2018,,1027178832674078720,,247
56,Revizor971,,False,Revizor97,683,Sun May 12 16:58:29 +0000 2019,,1127619064350818304,,490
3,moodforkeks,,False,.,711,Tue Jul 16 13:40:27 +0000 2019,,1151124438039052288,,3
320,IvxHor,Zagreb,False,Ivan,2111,Thu Nov 07 16:22:11 +0000 2019,🤑,1192477297472880640,,0
80,Nmpnmp5,,False,Nmpnmp,3029,Wed Nov 06 16:36:32 +0000 2019,,1192118501730861056,,8434
39,Dzejms7,,False,James,461,Mon Jul 08 23:22:09 +0000 2019,,1148371722594336768,,102
65,KastelanIvan,Split,False,Ivan Kastelan,64,Tue Mar 12 19:51:20 +0000 2019,,1105556902921027584,https://t.co/vUly59is4J,62
563,jebalosve27,,False,Mne_🤟🏻,1528,Tue Jun 02 21:27:25 +0000 2020,,1267930807127216129,,1349
21,MZaputovic,,False,Marija Zaputović Mavrinac,95,Sun Sep 20 09:43:55 +0000 2015,,3716326335,,11
5389,davor_bernardic,Zagreb,False,davor_bernardic,444,Mon Aug 06 12:58:30 +0000 2012,Zastupnik u Hrvatskom saboru - @SDPHrvatske,740565960,https://t.co/pKyqpGwNBv,1405
824,mborasmandic, ( potpuno otvoreno ),False,Marko Boras Mandić,304,Sun Aug 25 09:41:50 +0000 2013,"Dožupan PGŽ Rijeka/Fiume; Istra regija, Senj država",1698685896,,13355
142704,sylviagani,sylviagani@hotmail.com,True,SYLVIA★GANI,380,Sun Aug 02 04:49:36 +0000 2009,beauty vlogger -  ✉️ Business Inquiries: sylvia@select.co - YouTube: https://t.co/lNhoRqZGwn • IG: https://t.co/hTl99iTFdn,62198731,https://t.co/YPf4tJZXHy,6482
101,Markotwitto,Belgique,False,Mo,4866,Mon Apr 18 17:53:57 +0000 2016,[ La patience est une vertu qui s'acquiert avec de la patience ],722120997617451009,,72
93,VilaMila1,,False,Vila Mila,278,Tue Jul 02 08:30:17 +0000 2019,Bolje je kajati se nego žaliti.,1145972952464277505,,53
54962,ESLSC2,Worldwide,True,ESL StarCraft 2,350,Thu Feb 18 12:10:42 +0000 2010,"Home of @StarCraft II Esports. #ESLProTour
https://t.co/lcivIs8bJ6",115360721,http://t.co/3e4zTbkeFp,16605
70,N3xuzzCS,Hrvatska,False,n3xuzz158,598,Wed Aug 05 13:51:05 +0000 2015,"#MrBeast 
#TeamWitt
#Dubnation",3404207057,https://t.co/w69ogLVunc,1205
172,matrix1303,"Rijeka, Croatia",False,LittlejuiceX,245,Fri Aug 21 19:07:17 +0000 2020,Horny student 😈,1296886351384780801,,278
96,poropat_vedran,Sarajevo,False,Vedran Poropat,395,Fri May 24 21:20:07 +0000 2019,"šašava imena (po fb), vezan punkom kroz odrastanja, volim grebati stare ploče",1132033558770532353,,193
86,matej_mostarac,"Kastav, Hrvatska",False,MM,299,Wed Jul 01 20:27:21 +0000 2020,"Gradonačelnik Grada Kastva/Mayor of City Kastav https://t.co/NwXHsqIt17
Član Predsjedništva @SDPHrvatske

Owner @ https://t.co/bXNoZOSuDd",1278424941084446720,https://t.co/ybE5u9bAzj,13
3800589,pokimanelol,cali ☀️,True,pokimane,1616,Sat Dec 14 04:00:22 +0000 2013,gamer / content creator ☺️ https://t.co/oQhS9nyYjN contact: ✉️ teampoki@unitedtalent.com,2244953047,https://t.co/dDU8prpWNA,21999
1029,Express_HR,,False,Express,1091,Mon Apr 20 09:22:55 +0000 2015,"Express piše o politici, ekonomiji, znanosti, obrazovanju, društvu, tehnologiji...",3186484185,https://t.co/ztIcFrEQuY,10173
1918,gringoputito24,,False,Cameron,81,Sun Aug 16 02:32:02 +0000 2015,https://t.co/IykQvr4PZN,3316462555,https://t.co/IykQvr4PZN,4
376,BalenNOVATV,Republic of Croatia,False,Marko Balen,414,Wed Aug 24 07:08:09 +0000 2016,"news reporter, NOVATV",768344124780969984,https://t.co/vUly59is4J,119
38,Juraj12333496,Rijeka,False,Juraj,70,Sun Jun 02 11:24:00 +0000 2019,umirovljenik,1135145031382261760,,486
491,boris_misevic,Zagreb,False,Boris Misevic,289,Mon Mar 26 12:00:09 +0000 2018,News Reporter,978240185539420160,,78
274,HariKocic,Republic of Croatia,False,Hari Kočić,239,Wed Jun 05 18:20:47 +0000 2019,,1136337083684073473,,78
7219387,HARDWELL,,True,Hardwell,1043,Tue Feb 24 19:38:00 +0000 2009,DJ/Producer 🇳🇱 | Labels: @RevealedRec 🔥 @Gemstonerec 💎 | Radioshow: @HardwellOnAir | Merch: https://t.co/znt5TN4cyW,21787625,https://t.co/D7gH2V6cEj,12188
19,dubokisvemir,,False,Oliver Twist,350,Wed Sep 23 18:50:57 +0000 2015,,3752092161,,0
1952,DalmatinskiP,"Dalmatia, Croatia",False,Dalmatinski portal,820,Sat Oct 04 14:45:57 +0000 2014,Vijesti iz Splita i Dalmacije!,2805191663,https://t.co/ywO7oBQgwU,31536
86843,teamspeak,Germany / USA,True,TeamSpeak,508,Tue May 20 13:16:44 +0000 2008,Use crystal clear sound to communicate with your team mates cross-platform with lag-free performance & unparalleled reliability and uptime.,14844917,https://t.co/SqZBs5sm8d,4166
2228,einzelhaft90,"Munich, Bavaria",False,balkanboyDE,440,Sun Jun 16 21:21:43 +0000 2013,🇭🇷🇩🇪,1523266555,,81
6665692,Steam,,True,Steam,11,Thu Apr 30 23:01:57 +0000 2009,"Steam, The Ultimate Online Game Platform. Follow us here for news on the latest releases and special promotions!

For support: https://t.co/rGFeKwczDK",36803580,http://t.co/HS4fLUjBIw,11969
2453,Rijeka2020,"Rijeka, Croatia",False,Rijeka 2020,452,Mon Sep 01 07:46:54 +0000 2014,Europska prijestolnica kulture 2020 / European Capital of Culture 2020 / Official hashtag: #Rijeka2020,2783736829,https://t.co/CohH5n15hL,3413
3261,RiotMCNetwork,t.me/riotmc,False,RiotMC,6,Wed Jun 22 23:19:58 +0000 2016,Revitalizing the community as the first 1.13 HCF server. Join our Discord and Telegram chat to stay updated!,745758257071816704,https://t.co/HsIQKlWXwI,150
259,zlatni_pek,,False,zlatni.pek,1275,Fri Dec 09 08:48:38 +0000 2016,"Adult content🔞
pictures and videos are from all over the internet",807144915327156224,,2227
945,ozgurce_saatler,"Bursa, Turkey",False,yAsAk🍎🍎,3858,Mon Jul 04 13:07:34 +0000 2016,Hadi çılgınca seviselim erkek erkeğe kıllı olsun💯👍,749952795076362240,,6679
267,monika_udovicic,,False,Monika Udovičić,317,Mon Aug 22 10:00:39 +0000 2016,,767662761623060480,,288
1119,MiholjekNovaTV,Hrvatska,False,Marija Miholjek,373,Fri Sep 30 11:06:46 +0000 2016,Voditeljica Dnevnika Nove TV,781812527382560768,https://t.co/tmWrCYitfi,269
10,ClopePvP,,False,Clope ಠ_ಠ,4,Sat Oct 01 22:46:44 +0000 2016,Sub To My YouTube!,782351065811419137,,1
140535,TtFelipinho,Brasil,False,𝐅𝐞𝐥𝐢𝐩𝐢𝐧𝐡𝐨 | 𝐒𝐨𝐮𝐳𝐚,78,Mon Mar 22 16:33:50 +0000 2021,"🤦🏻‍♂️CONTA NOVA, TW FELIPINHO CAIU 📷https://t.co/ra4c3871yN 🎥CRIADOR DE CONTEÚDOS🧍🏻1,73m🍆22cm ⚜️RESPONDO ASSIM QUE PUDER⚜️🚫NÃO SOU BOY🚫",1374036488493629441,https://t.co/MO41KbuP92,231
477,akivharducentr1,Zagreb,False,akivharducentruzg,143,Wed Feb 24 21:25:38 +0000 2021,Zg aktivan u svakom smislu ;),1364687930065846273,,13
758,blazevic_ciro,,False,Ćiro Blažević,265,Sun Jun 05 14:29:05 +0000 2016,"Hrvatski nogometni stručnjak, bivši izbornik Švicarske, Hrvatske, Irana, Kine, te Bosne i Hercegovine.",739464059196702720,https://t.co/BuQqPm7kMa,369
19,matija_cro_2003,Republic of Croatia,False,Matija,115,Sat Jun 20 14:45:35 +0000 2020,"18 yrs
Follow me on my new instagram⬇️",1274352655704481792,https://t.co/NHiDAJJTTM,49
47,nikolinakramar2,,False,nikolina kramaric,361,Sun Mar 12 19:57:26 +0000 2017,,841015297029079041,,1
963,maja_kubik,"Zagreb, Croatia",False,Maja Kubik,234,Thu Oct 08 12:29:03 +0000 2015,TV reporter,3899491342,,1199
239969,m0E_tv,,True,mOE,877,Mon Sep 16 09:49:37 +0000 2013,● Part-Time @Twitch Streamer ● Youtuber ● Beard Grower ● Business Email : teammoetv@unitedtalent.com,1870980115,https://t.co/j66MVZ3Ccp,21235
28269,N1infoZG,"Zagreb, Hrvatska",True,TV N1 Zagreb,2007,Mon Sep 08 14:11:55 +0000 2014,Televizijski informativni kanal. Ekskluzivni partner @CNN-a.,2797986836,https://t.co/frfgvHTsCF,95098
366,malenazeljna,,False,Malenimne,332,Thu Feb 04 23:44:32 +0000 2021,🇲🇪🇷🇸,1357475117698285572,,774
7,ivannnovak3,,False,Ivan,111,Tue Apr 06 15:57:30 +0000 2021,,1379463230767136772,,3
4,ZGSkinnyBig,,False,Aspen Ritchards,40,Mon Apr 05 18:19:21 +0000 2021,,1379136511296307204,,0
352045,n0thing,"San Diego, CA",True,Jordan Gilbert,1617,Fri Jul 03 09:30:24 +0000 2009,"Husband, Father, CS Pro, Golfer, and food connoisseur. I also stream and make videos. biz: n0thingTV@gmail.com",53343256,https://t.co/YQxJyzObJL,17478
567,Boki181,,False,Boki 18,3170,Thu Feb 11 16:28:01 +0000 2021,,1359901871406743557,,5349
131602,tportal,"ÜT: 45.812115,15.968505",False,tportal,2205,Thu May 21 10:30:07 +0000 2009,"Vijesti, Biznis, Magazin, Sport, Fun, Tehnologija i još puno puno toga.",41563162,https://t.co/AJw25Kt9Xt,100996
86,niko26184746,,False,niko,984,Tue Dec 31 12:44:03 +0000 2019,,1211991369771671552,,2
176,sub_zg,,False,Himeros 🇭🇷,181,Sun Feb 07 21:00:06 +0000 2021,,1358520876992462854,,57
0,forrealmanzg1,,False,,5,Mon Apr 05 13:21:58 +0000 2021,@forrealmanzg1's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,1379061700524146694,,2
273,2Malac25,,False,Malac25.2,2565,Sat Sep 05 12:47:30 +0000 2020,,1302226790568656898,,3289
116,Robyyyy11,,False,Robyy,607,Sat Feb 15 14:39:56 +0000 2020,,1228690356516073472,,64
3,xaxaxaxax207,,False,zaza123,217,Sat Apr 04 11:15:28 +0000 2020,"ko mi nosi glavu,ovo nisu moje misli",1246395894800494592,,22
31,Ohana24924057,Republic of Croatia,False,Ohana,172,Sat Apr 17 22:45:21 +0000 2021,,1383552081005404161,,22
347,Jurki61322793,,False,Feet Model ZG,90,Tue Feb 09 16:20:50 +0000 2021,📸,1359175382256222220,,47
11379,HelenaPuljiz,"Zagreb, Imotski, Croatia",False,Helena Puljiz,6092,Mon May 13 09:33:13 +0000 2013,Journalist/Editor Imam samo pero. Moje pero je moj mač.,1425101887,https://t.co/CpjS7PeCAb,40204
14,MarkopuricMarko,Rijeka,False,Marko Purić,117,Thu Jul 30 19:01:27 +0000 2015,,3395945537,,2
265,gemini162923695,Republic of Croatia,False,gemini16,4997,Wed Mar 25 09:14:57 +0000 2020,"FKK, beach ,nature ,summer",1242741676898226176,,3329
419,VlainicNovaTV,Zagreb,False,Vibor Vlainić,256,Wed Feb 15 21:50:50 +0000 2017,"Novinar, Redakcija vanjske politike / Journalist, World News Desk
@novahr",831984137636569088,https://t.co/vUly59is4J,2208
469,prazen_zeludnik,,False,празен,2458,Fri Nov 30 20:04:08 +0000 2012,,981124170,,260
896,ivanakorcula,"Zagreb, Croatia",False,Ivana Petrovic,86,Thu Jul 10 14:00:00 +0000 2014,Urednica vanjske politike @novahr,2615542862,,22
32258829,JoeBiden,"Washington, DC",True,Joe Biden,48,Sun Mar 11 17:51:24 +0000 2007,"Husband to @DrBiden, proud father and grandfather. Ready to build back better for all Americans. Official account is @POTUS.",939091,https://t.co/UClrPuJpyZ,7937
699,damir_car,"Republic of Croatia,Rijeka.",False,Damir Car,772,Tue Sep 22 04:00:19 +0000 2015,🧐📷🏴‍☠️,3734967381,https://t.co/nOYofgGKw3,12211
475,PoslovniPokloni,Hrvatska,False,Promoshop • Poslovni pokloni,885,Mon Oct 18 09:24:04 +0000 2010,"Nudimo veliki izbor poslovnih poklona i božićnih promo darova, da budete originalni i maštoviti na zadovoljstvo vaših poslovnih partnera.",204260438,https://t.co/CsRTHzEGUP,10
184,martina_poljak,Zagreb,False,Martina Poljak,1389,Sat Mar 25 22:29:50 +0000 2017,Third Secretary @mvep_hr / Former Policy Advisor @Bundestag / Former Editor-in-Chief @ostjournal,845764689321738240,,882
18,LorbekLeo,,False,Leonardo Lorbek,68,Tue Jun 03 21:22:27 +0000 2014,,2544342109,,139
566,gasazzs88,Republic of Serbia,False,Draga L.,1506,Thu Jun 04 15:49:52 +0000 2015,Senjski Rudnik,3308323937,,687
560,CappelliGari,,False,Gari Cappelli,246,Fri May 24 13:54:17 +0000 2019,,1131921361943846912,https://t.co/poW4YtH93V,238
26,pucker89567557,,False,pucker,936,Mon Jan 27 23:24:05 +0000 2020,,1221936902141612032,,1
139,Andrei68224646,,False,Andrei,2082,Mon Sep 02 11:37:13 +0000 2019,Интересующийся,1168487996116668416,,3
58,AdemarSantos181,"Santo Ângelo, Brasil",False,Ademar Santos 18,1402,Fri Oct 09 16:00:36 +0000 2020,,1314596504187932672,,68
297,Milan45845739,010101,False,0101,749,Wed Apr 15 22:55:13 +0000 2020,"Banja Luka
upoznavanje",1250558271041277952,,76
59,otterre,,False,otterre,616,Wed Apr 29 15:47:41 +0000 2020,,1255524114732912640,,388
22,Poseido26944541,,False,Poseidon,619,Sun Apr 05 08:00:18 +0000 2020,,1246709182721658880,,1218
683,NDalje,Republic of Serbia,False,pasIVAN,4848,Sun Sep 08 23:03:19 +0000 2019,"duboko grlo za dobre kite, javite se, VALJEVO
🍆💦😋😋",1170834972934115328,,13951
852878,ESL,All over the world,True,ESL,287,Wed Oct 22 13:38:49 +0000 2008,"Official Twitter account of ESL, the world's largest esports organization. We host esports tournaments all over the globe. https://t.co/lcivIs8bJ6",16905329,https://t.co/YMpooJ75PT,34156
268,Miki8764639717,,False,Miki,1304,Tue Dec 24 19:10:55 +0000 2019,Volim sve sto vole mladi,1209551967602839552,,199
26,forest_bravo,,False,Adam,218,Mon Jul 20 21:12:47 +0000 2020,,1285321732610560000,,0
8,GrabovacNiksa,,False,Niksa Grabovac,120,Sat Nov 25 10:40:17 +0000 2017,,934371153560424448,,0
22333,RTLTelevizija,,False,RTL,478,Wed Oct 21 13:02:28 +0000 2009,RTL je i na Twitteru! Prati i naše news profile @vijestihr i @tabloidhr,84075640,http://t.co/V7ftUdycaG,7357
575,Zagreboy,,False,boy_boy,344,Sat Jun 29 15:07:40 +0000 2019,"Zagreb boy

24 😊😊

Budi ono što jesi 🏳️‍🌈",1144985791803854848,,563
1864,no_retvit,,False,noname1,612,Tue Mar 24 05:42:24 +0000 2020,Samo opusteno😉,1242325781444988928,,18
802,eule2222,,False,Eule2222,244,Wed Nov 06 20:45:54 +0000 2019,Zagreb 🇭🇷 25 y.o. bottom guy lookin for top buddies 🦈,1192181296979677184,,416
475,fuck_fuuehebro,"Malmo, Sweden",False,fuck!,918,Sun Dec 30 13:22:05 +0000 2018,⛹️ 💪,1079367017877114880,https://t.co/k9q6dVXzhz,753
602,InvictusAlts,Needing Support? DM Us.,False,InvictusAlts,1,Wed Nov 15 23:53:26 +0000 2017,"Offering Safe and Secure Minecraft Accounts, at affordable prices. Owned by @FastlyCrafted & @WitcheryMC",930946878572761088,https://t.co/ZpYKD120QB,20
153,Willy7713078365,"London, England",False,Willy77,3124,Tue Oct 22 02:08:26 +0000 2019,UK based 42 yo,1186464226094780416,,8
1065,Filip12578928,,False,Filip,1731,Wed Apr 08 18:33:57 +0000 2020,,1247955815593578497,,84
2564,Daresex1,,False,Daresex,1405,Tue Nov 26 23:48:39 +0000 2019,,1199475048098205697,,291
375,Aries9187702717,Republic of Croatia,False,Aries91,290,Tue Nov 03 02:22:10 +0000 2020,,1323450319058145281,,39
79,mimouses1,Republic of Croatia,False,MaRiNo KrIlEtIć 👑,82,Wed Nov 29 00:07:12 +0000 2017,"📍Zagreb, 🇭🇷
| Since '98🎈",935661383248678913,https://t.co/eZJvRZHYrS,24
1018,Babydri56784493,zagreb ,False,hsueiw,193,Sat Aug 29 07:07:53 +0000 2020,,1299604614568906753,,4
369,Sejtan8,,False,Shejtan,48,Sat Feb 22 06:43:38 +0000 2020,Zagreb 🤖,1231107218373775361,,66
535098,Angelok00012,,False,Angel,16,Sun Apr 26 17:14:36 +0000 2020,onlyfans gratuito(free) https://t.co/PeegEAbp0N,1254458828462133249,https://t.co/70S3jHkyde,55227
263663,MrDalekJD,"London, UK",True,Jon,1064,Thu Feb 17 12:06:17 +0000 2011,"UK Gaming YouTuber | business enquiries: business@mrdalekjd.com丨powered by @GfuelEnergy with code DALEK - Code ""DALEK"" on the COD Store",253518982,https://t.co/aGKYTBL0L8,26500
1538,ErikaTV,"Newport Beach, CA",False,Erika💍,333,Sun Apr 19 14:50:00 +0000 2009,ANTI by Rihanna. athlete. over-thinker. 23. ⚽🏄,33215622,,1798
207,N0141314646,Republic of Croatia Zagreb ,False,N01,866,Fri Apr 17 17:53:15 +0000 2020,😉,1251207038450962435,,144
26,Ivan59665483,,False,Ivan,72,Sun Jul 19 10:25:20 +0000 2020,,1284796398496550914,,2
38,NisenSev,,False,Sev Nisen,688,Tue Feb 05 14:19:27 +0000 2019,,1092789805602213890,,0
370,Gayserbz,,False,Gay Serb,3928,Mon Mar 11 20:07:25 +0000 2019,,1105198562676215810,,2396
19,eclecticobject1,,False,eclecticobjectbeliever,246,Sat Jan 05 17:00:20 +0000 2019,,1081596269963943936,,0
1383,volimvelike1,Montenegro,False,volimvelike,3866,Mon Jun 15 14:14:11 +0000 2020,"Za druzenje,zabavu i upoznavanje! Obdareni aktivni javi te se!",1272532800659427331,,8236
1660,silviotomasevic,"roma, italia",False,silvio tomasevic,359,Fri Mar 26 16:06:38 +0000 2010,,126665874,https://t.co/6fC62WsVTz,3985
6977,amateur_non,"São Paulo, Brasil",False,Puto Curte DotXL,961,Mon Oct 28 02:48:41 +0000 2019,Conteúdo impróprio para menores 🔞. Sou passivo e curto dotes grandes (XL) 🍆. Barbudos e pentelhudos: quero/sou. Caras altos: ponto extra. DM liberada 🤤,1188648550776868869,,1412
57,XxxXxxboys,,False,xxxboy🔥💦,730,Sun May 24 20:46:16 +0000 2020,vers bish,1264658945915916293,,141
257,CrniDorat,Sarajevo,False,Dorat Crni,1823,Fri Sep 06 15:16:51 +0000 2019,Sirina uma ....,1169992819584438277,,2641
310,Tompson12Alex,,False,Alex Tompson,1592,Thu Sep 10 15:05:12 +0000 2020,snap: alexthom1406,1304073401875730437,,144
163,Tadijica,,False,Tadija,624,Thu Oct 03 16:09:06 +0000 2019,,1179790440322797570,,117
861,ja_bgd,,False,bgd-ja,364,Sun Dec 01 19:38:02 +0000 2019,,1201223767579594758,,84
226,Dado52481341,Republic of Croatia,False,Dado,618,Fri Jan 31 20:17:36 +0000 2020,,1223339503861010437,,1
5,recruit25075919,,False,recruit,270,Tue Oct 22 23:26:39 +0000 2019,,1186785939198218245,,30
2,whitesoxxx_,,False,💦,314,Wed Apr 29 09:44:42 +0000 2020,,1255432764565983234,,74
81,Karlo04592238,,False,Karlo,2499,Sat Apr 04 21:06:03 +0000 2020,🧨🧨🧨,1246544534097596418,,1616
238,FFreunde1234,,False,FFreund,1612,Mon Aug 31 21:33:45 +0000 2020,,1300547308464017415,,396
15,FucktionPump,,False,Pump Fucktion,547,Sun Feb 21 08:10:50 +0000 2021,,1363400702962327552,,3
92,bibihsex,,False,Bibihsex,914,Fri Feb 05 13:19:51 +0000 2021,,1357680274860040192,,0
1,Piloto16388612,,False,Sanjin Badurina,4,Sun May 10 19:40:12 +0000 2020,video producent,1259568884044173318,,0
106,NapaljeniBoy,Varazdin ,False,Napaljen 🇭🇷,524,Tue Dec 03 13:57:16 +0000 2019,"🇭🇷 19
Zanima me sve i svasta
Javite se",1201862804304736256,,23
245,mariozg12,,False,mariozg,13,Wed Aug 19 21:38:43 +0000 2020,uni trazi sex,1296199885495111688,,2
1261,Tkn74806924,Republic of Croatia,False,tkn,804,Mon Jul 08 22:01:03 +0000 2019,bottom guy looking for nice tops to have fun,1148351313270444040,,10
222,DestroyWell,,False,Destroy me well,363,Sat Jan 05 16:13:16 +0000 2019,"Pasivan, vrlo izdržljiv, podčinjen. Neko prirodan, strastven, muževan ko zna da uživa, prepusti se,kao životinja? 
Passionate, obeying, durable bottom ⛓🔥👦👊💦",1081584423596888072,,1397
232,ErikaBarnaba,Buie d'Istria,False,Erika Barnaba,1964,Wed Sep 21 22:15:38 +0000 2011,Occhio per occhio… e il mondo diventa cieco.,377648297,https://t.co/TgcP89mK8e,1799
37,yos48189,,False,yos,586,Thu Dec 27 00:02:17 +0000 2018,,1078078577025912842,,219
2582,BarbaraNovaTv,Republic of Croatia,False,Barbara Štrbac,732,Sat Nov 14 10:31:51 +0000 2015,"Reporter at Nova Tv, Croatia",4185670835,,1005
7387,EK_Hrvatska,"Zagreb, Hrvatska",True,EK Hrvatska #BudućnostJeVaša,2781,Thu Nov 21 12:32:25 +0000 2013,Europska komisija u 🇭🇷 - službeni profil #EKHrvatska #KucaEurope #RT ne odražava stajalište ⬆️,2207087880,https://t.co/ebxb2kMBB9,33490
0,Kriko55,Republic of Croatia,False,Kriko,225,Wed Feb 12 16:50:17 +0000 2020,,1227635983274971139,,0
430382,tarik,"New York, USA",True,tarik,786,Thu Nov 24 18:40:17 +0000 2011,,420512951,https://t.co/TVMyANTInc,10152
57,IslamovicZapad,"Bonn, Germany",False,John Mann,839,Sat Mar 13 19:21:21 +0000 2021,"""A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty."" Winston S. Churchill",1370817230225694721,,24
38,MarinViduka5,Hrvatska,False,Marin Viduka,420,Thu Aug 19 15:41:35 +0000 2021,Marin Viduka 47 godina. Završio osnovnu i srednju školu 1993 godine. Ekonomski fakultet. Ne oženjen  živim u KRČENIK..,1428381265548435457,,78
842,matejbrecic,Republic of Croatia,False,Matej Brečić,1009,Fri Jun 24 12:36:23 +0000 2016,"Assistant @Europarl_EN 🇭🇷🇪🇺 | Migration, Enlargement policy & #Brexit | Own views | #MUFC & @vkjug",746321068995010561,,185
161,xxx_bottomxxx_,,False,Little Boi,2463,Mon Nov 02 10:28:09 +0000 2020,,1323210216809336844,,20
0,Maria93423812,,False,Maria,7,Mon May 04 15:34:59 +0000 2020,Spremna za nove izazove😊,1257329591389163532,,0
730,danielhinst,"Zagreb, Croatia",False,Daniel Hinšt,2042,Sun Aug 23 20:47:28 +0000 2009,"Policy (risk) analyst, detecting disinformation, Master of European Studies / Centre for Public Policy and Economic Analysis (CEA) / EU Internal Market Centre",68232383,https://t.co/P6bxHR7crn,293
1,mrkimedo1,,False,mrkimedo,86,Mon Jul 20 12:57:23 +0000 2020,,1285196574595977216,,0
971,Nikola87995463,,False,Nikola,636,Wed Dec 25 10:00:07 +0000 2019,,1209775779304935424,,245
38,MdfSibenik,"Šibenik, Croatia",False,Međunarodni dječji festival,46,Thu Jun 16 00:27:36 +0000 2016,🔆 60. Međunarodni dječji festival u Šibeniku 🔜 20. 6. - 4. 7. 2020. 🎨 Kreativne radionice 🎭 Kazališne predstave 🏛,743238560648683520,https://t.co/kwul5Ngpzz,118
185356,ninabadric7,Zagreb Croatia,True,Nina Badric,1416,Sat Jan 15 11:19:51 +0000 2011,new song ‘da biram’   https://t.co/NRU2PIqtYj,238527685,,13972
184,Quitbeynow,,False,💎,28,Wed May 06 20:04:33 +0000 2015,ㅤㅤ,3186947292,,6
103,AmbrozJaro,,False,Jaro Ambroz,2263,Thu Oct 17 11:16:34 +0000 2019,,1184790028213510145,,0
142,Marko16872728,Zagreb,False,Marko,342,Fri Jan 22 13:57:10 +0000 2021,"Bisex ,34,zg. Volim primati lijepe i velike kite. Kondoma obavezan. Volim uredne decke koji drze do sebe!",1352616272312328192,,121
420,VPirsic,Republic of Croatia,False,Vjeran Pirsic,604,Fri Mar 30 09:51:36 +0000 2012,"Software engineer (blockchain technology, Linux,...) and ecology activist. Father and councillor.",540685541,,9881
11,karla_trstenjak,,False,karla trstenjak,17,Wed Dec 09 23:21:20 +0000 2015,"Journalism Student, Croatia",4431436293,,0
