user_id,total_tweets,covid_tweets,covid_pct
307284908,1,0,0.0
307404072,1,0,0.0
307517769,1,0,0.0
307531976,2,0,0.0
307904321,9,0,0.0
308138218,16,0,0.0
308153435,91,0,0.0
308511028,10,0,0.0
308935496,5,0,0.0
308937278,27,0,0.0
309004922,43,0,0.0
309260857,131,35,0.27
309322492,73,1,0.01
309687860,26,1,0.04
310291916,15,0,0.0
310368578,4,0,0.0
310768607,2775,109,0.04
310805168,10,0,0.0
311077078,26,2,0.08
311082706,7,0,0.0
312157319,209,2,0.01
312583901,2,0,0.0
312682806,3,0,0.0
312838613,183,3,0.02
312939704,68,1,0.01
313452654,37,1,0.03
313583737,71,0,0.0
313628339,3,0,0.0
313831309,430,0,0.0
313865685,3,0,0.0
314006985,804,29,0.04
314059355,5,0,0.0
314185457,1,0,0.0
314308769,296,9,0.03
314472382,6,0,0.0
315471462,80,1,0.01
316327868,1,0,0.0
316370400,36,4,0.11
317045066,4,0,0.0
317251206,4,0,0.0
317271048,1,0,0.0
317659088,3,0,0.0
317833109,1,0,0.0
318075800,122,2,0.02
318647720,1,0,0.0
318649378,160,2,0.01
318902235,3,0,0.0
318941246,2219,10,0.0
320057867,1242,110,0.09
320316477,302,0,0.0
320873152,237,1,0.0
320962298,14,0,0.0
321291469,33,1,0.03
321643898,13,0,0.0
321905536,1,0,0.0
322559614,461,6,0.01
322768382,804,26,0.03
323201170,1,0,0.0
323221517,1,0,0.0
323459401,1,0,0.0
323489791,288,14,0.05
323875740,31,1,0.03
324243627,2,0,0.0
324325513,5,1,0.2
324361027,1,0,0.0
324376463,3,0,0.0
324612781,171,3,0.02
325285649,1,0,0.0
325524867,242,6,0.02
326258614,2,0,0.0
326291686,19,0,0.0
326422164,160,2,0.01
326465818,3,0,0.0
326766261,6,0,0.0
326799243,3,0,0.0
326931321,1,0,0.0
327312423,99,0,0.0
327871168,2,0,0.0
327957430,1,0,0.0
328617151,10,0,0.0
329089095,1,0,0.0
329582556,6,0,0.0
329582626,6,0,0.0
329588732,1,0,0.0
329591402,1,0,0.0
329716002,1,0,0.0
330007986,5,0,0.0
330047285,6,0,0.0
330400761,6,0,0.0
330547192,14,2,0.14
330844464,1061,50,0.05
330847252,2,0,0.0
331025136,3,0,0.0
331082083,9,0,0.0
331135366,98,4,0.04
331659227,164,5,0.03
332266199,12,0,0.0
332847301,1,0,0.0
333361048,4,0,0.0
333395926,6,0,0.0
333668064,25,0,0.0
333900192,2,0,0.0
334178394,38,1,0.03
334253606,28,0,0.0
334538090,4,0,0.0
334708590,80,0,0.0
334733935,366,5,0.01
335561089,26,0,0.0
335567631,972,10,0.01
335763137,1,0,0.0
335788773,1,0,0.0
336018936,10,0,0.0
336492005,7,2,0.29
336539243,1,0,0.0
336625661,110,1,0.01
336626503,8,0,0.0
337238794,6,0,0.0
337823724,101,1,0.01
338040206,1,0,0.0
338249889,1749,10,0.01
338456423,2,0,0.0
338816517,239,9,0.04
338974023,1,0,0.0
338984639,12,0,0.0
339086572,1,0,0.0
339288857,4,0,0.0
339589024,548,3,0.01
339638354,1870,82,0.04
339686334,40,0,0.0
340455896,290,12,0.04
340530566,18,1,0.06
340578664,1,0,0.0
340796774,97,2,0.02
340849123,15,0,0.0
340858224,696,3,0.0
340875847,4,0,0.0
340922494,400,10,0.02
341006617,106,70,0.66
341040815,10,0,0.0
341108973,2,0,0.0
341373579,2,0,0.0
341753000,2,0,0.0
342090850,2,0,0.0
342267873,184,0,0.0
342643586,14,0,0.0
342675153,9,0,0.0
342875902,5,1,0.2
342976776,99,2,0.02
343054309,96,1,0.01
343278702,3,0,0.0
343355163,12,0,0.0
343562697,8,0,0.0
344032663,258,5,0.02
344154717,31,0,0.0
344286262,1,0,0.0
344611077,3,0,0.0
344824294,395,2,0.01
345354327,258,1,0.0
345375505,18,0,0.0
345806194,4,0,0.0
346013213,832,29,0.03
346038823,161,3,0.02
347705147,5,0,0.0
347731134,3,0,0.0
347825750,215,0,0.0
347909424,2,1,0.5
348062667,1,0,0.0
348513258,751,4,0.01
348725729,1,0,0.0
349284117,8,0,0.0
349976919,1,0,0.0
350377090,1241,12,0.01
350379091,31,1,0.03
350490913,129,0,0.0
351163555,36,3,0.08
351467742,21,0,0.0
351500654,1,0,0.0
351844119,5,0,0.0
351988701,9,0,0.0
352481576,18,0,0.0
352554366,11,0,0.0
352878099,1,0,0.0
354038926,24,0,0.0
354838857,17,0,0.0
355067448,251,13,0.05
355201723,301,12,0.04
355410619,9,3,0.33
355766761,355,1,0.0
356369635,71,2,0.03
356721942,8,0,0.0
356826523,1,0,0.0
357418709,1,0,0.0
357479715,32,4,0.12
358194140,8,1,0.12
358795645,1,0,0.0
359000530,32,0,0.0
359362787,4,0,0.0
359508701,3,0,0.0
359867995,1,0,0.0
359956614,15,0,0.0
360162037,12,0,0.0
360242643,1,1,1.0
360564115,2,1,0.5
360655595,96,0,0.0
361121956,4,0,0.0
361142055,95,0,0.0
361213616,1,0,0.0
361397839,38,2,0.05
361868427,2,0,0.0
362418181,90,0,0.0
362482802,26,0,0.0
363605433,56,0,0.0
363807558,14,2,0.14
364184512,39,0,0.0
364335584,62,3,0.05
364400628,3,0,0.0
364440306,1,0,0.0
364721369,33,0,0.0
364875200,726,17,0.02
364933926,6,0,0.0
365114877,6,0,0.0
365369782,4,3,0.75
366005247,2,0,0.0
366051927,1,0,0.0
366058862,11,0,0.0
366210360,13,0,0.0
366308154,104,0,0.0
366560509,12,0,0.0
367641065,1,0,0.0
367706987,1,0,0.0
368045076,7,0,0.0
368399981,39,1,0.03
368490376,1,0,0.0
369084390,2,1,0.5
369161922,29,2,0.07
369977065,4,0,0.0
370297690,214,0,0.0
371193202,4,0,0.0
371812684,149,14,0.09
371814679,31,0,0.0
371861256,5,0,0.0
371962436,4,0,0.0
372176556,2799,138,0.05
372497120,11,0,0.0
372700553,11,0,0.0
373337721,301,32,0.11
373486277,1,0,0.0
373794026,16,0,0.0
373868069,1,0,0.0
374042581,15,0,0.0
374096728,4,0,0.0
374655407,1,0,0.0
374750474,1,0,0.0
374774533,10,0,0.0
375191958,2,0,0.0
375295276,10,0,0.0
375526114,1,0,0.0
376136226,88,6,0.07
376233008,8,1,0.12
376688816,78,6,0.08
376992899,3,0,0.0
377250374,1417,22,0.02
377290135,10,0,0.0
377338638,4,0,0.0
377436050,6,1,0.17
377949638,1,0,0.0
378087446,18,0,0.0
378098537,10,0,0.0
378606518,1,0,0.0
378753030,214,13,0.06
378790931,2,0,0.0
378837433,1358,8,0.01
379050211,3,0,0.0
379671973,58,3,0.05
379784883,91,1,0.01
379927538,635,39,0.06
379951492,5,1,0.2
380161553,41,1,0.02
380314989,9,0,0.0
380342251,1,0,0.0
380489262,32,6,0.19
380541929,8,0,0.0
380549444,7,0,0.0
380600484,64,11,0.17
380865861,3100,320,0.1
380876220,128,0,0.0
380983995,8,0,0.0
380984454,923,48,0.05
381088456,2080,144,0.07
381229460,93,0,0.0
381444583,54,0,0.0
381976875,19,1,0.05
382012828,3,0,0.0
382147294,14,0,0.0
382148314,36,2,0.06
382502185,5,0,0.0
382643765,1,0,0.0
383597520,34,1,0.03
383683602,21,0,0.0
383685370,7,0,0.0
383711098,4,0,0.0
383782444,23,4,0.17
383791816,18,1,0.06
383864823,15,0,0.0
384240407,2,0,0.0
384398115,2056,5,0.0
384444395,28,0,0.0
384460529,3,0,0.0
384482621,9,0,0.0
384705988,355,36,0.1
384744121,11,1,0.09
384754120,414,3,0.01
384783634,19,0,0.0
384977124,5,1,0.2
385120233,91,8,0.09
385484198,5,0,0.0
385944020,66,1,0.02
386741592,1,0,0.0
386983824,1,0,0.0
388213279,5,0,0.0
389088615,1,0,0.0
389344675,11,0,0.0
389369287,48,1,0.02
389721735,254,0,0.0
389919680,72,5,0.07
389952554,33,0,0.0
389983714,6,0,0.0
390372711,2,0,0.0
390539520,1,0,0.0
390908791,13,0,0.0
391341444,24,2,0.08
391472849,61,0,0.0
392069243,56,0,0.0
392221059,2767,262,0.09
392282526,33,0,0.0
392841052,12,0,0.0
392852671,357,12,0.03
392895216,14,0,0.0
393257339,2,0,0.0
393298662,15,1,0.07
393339293,1,0,0.0
393679983,44,0,0.0
394012459,2983,125,0.04
394069663,3132,528,0.17
394233824,1490,66,0.04
394250987,56,2,0.04
394884536,162,1,0.01
394979038,2,0,0.0
395001862,12,0,0.0
395260087,40,1,0.02
395819801,709,22,0.03
395841192,1,0,0.0
395841488,142,12,0.08
395858251,1,0,0.0
396040125,1,0,0.0
396458554,2,0,0.0
396784214,16,0,0.0
396898134,194,2,0.01
396899522,1,0,0.0
397167823,15,0,0.0
397266794,379,23,0.06
397472710,8,0,0.0
397564296,12,0,0.0
397980389,2,0,0.0
398115572,1,0,0.0
398125758,1,0,0.0
398153294,6,0,0.0
398713337,1,0,0.0
398727576,7,0,0.0
398764465,7,0,0.0
398848920,13,0,0.0
398954321,418,14,0.03
399278525,28,2,0.07
399695386,1,0,0.0
400325302,11,0,0.0
400379101,2,0,0.0
400505594,9,0,0.0
400568323,4,0,0.0
400759731,2,0,0.0
401306471,26,0,0.0
401312113,4,0,0.0
401345803,12,0,0.0
401548184,23,2,0.09
402011017,6,0,0.0
402216284,19,1,0.05
402299563,10,0,0.0
402610547,1,0,0.0
402734163,24,2,0.08
402786903,1066,30,0.03
402850573,6,0,0.0
402991230,1,0,0.0
403343368,4,0,0.0
404101517,70,1,0.01
404704577,1,0,0.0
405027900,1,0,0.0
405100924,1,0,0.0
405544305,83,0,0.0
405554220,2,0,0.0
405583299,4,0,0.0
405712013,6,0,0.0
405796108,36,1,0.03
406522760,225,4,0.02
406835266,372,21,0.06
406888225,264,43,0.16
407010321,11,0,0.0
407027035,10,0,0.0
407241568,27,3,0.11
407536584,6,3,0.5
407636506,1,0,0.0
407644543,20,1,0.05
407659747,1,1,1.0
407860447,4,0,0.0
408427567,4,0,0.0
408545568,45,1,0.02
408844865,267,2,0.01
409934507,1,0,0.0
410663105,1,0,0.0
410815148,44,0,0.0
410963417,7,2,0.29
411481500,63,2,0.03
411508977,1,0,0.0
412482256,10,0,0.0
413072172,54,2,0.04
413128883,5,0,0.0
413168304,48,0,0.0
413859660,10,0,0.0
413860997,124,0,0.0
414036757,1,0,0.0
414244352,116,2,0.02
414285001,2,0,0.0
414574974,19,0,0.0
414638444,22,0,0.0
414671654,6,0,0.0
414836239,16,1,0.06
415443398,52,0,0.0
415524566,91,19,0.21
415793092,292,7,0.02
415834361,3,0,0.0
415856014,208,3,0.01
416359106,25,2,0.08
416516906,19,1,0.05
416538731,10,0,0.0
416798510,554,0,0.0
417426744,48,0,0.0
417875049,20,0,0.0
418814133,30,0,0.0
418934539,10,0,0.0
419057969,10,1,0.1
419788174,7,0,0.0
420276080,12,0,0.0
420319462,113,2,0.02
420383712,2,1,0.5
421310781,3,0,0.0
422619143,18,6,0.33
422889644,4,0,0.0
423103554,5,0,0.0
423443211,42,1,0.02
423679445,1,0,0.0
424132817,859,61,0.07
425059976,11,0,0.0
425249660,72,0,0.0
425371615,34,2,0.06
425666079,140,21,0.15
426715207,59,2,0.03
426806549,13,0,0.0
426961199,110,1,0.01
428049658,153,5,0.03
428205288,2,0,0.0
428254120,7,0,0.0
428500192,3,0,0.0
428603454,10,0,0.0
428933356,14,1,0.07
428966043,1,0,0.0
429138551,698,63,0.09
429334309,3,0,0.0
429370925,6,0,0.0
429955881,3,0,0.0
430593743,238,30,0.13
430971856,10,0,0.0
432134679,3108,137,0.04
433147209,14,0,0.0
433293721,10,0,0.0
433368306,1,0,0.0
433427404,55,0,0.0
433444950,85,0,0.0
433691307,2,0,0.0
433787566,37,1,0.03
434108566,78,0,0.0
434347954,3,0,0.0
434428479,407,1,0.0
434494115,2,0,0.0
434602018,1,0,0.0
434824111,444,11,0.02
435394170,36,0,0.0
435968103,1,0,0.0
436123789,208,3,0.01
436175146,114,0,0.0
436235660,3,0,0.0
436850932,47,1,0.02
436986967,3,0,0.0
437099284,1,0,0.0
437455878,1,0,0.0
437676433,2,0,0.0
438341061,50,0,0.0
438373099,12,0,0.0
438997649,25,0,0.0
439113668,4,0,0.0
439116066,1,0,0.0
439128804,2310,102,0.04
439162178,69,2,0.03
439428335,1,0,0.0
439872163,1,0,0.0
439882286,11,0,0.0
439942743,1,0,0.0
440064196,20,0,0.0
440097788,10,0,0.0
440151409,294,0,0.0
440197145,13,0,0.0
440695173,1,0,0.0
440912141,90,5,0.06
441256001,55,0,0.0
441532483,1643,79,0.05
442137959,1,0,0.0
442280924,109,0,0.0
442656748,95,2,0.02
442703654,5,0,0.0
444072410,16,0,0.0
445582631,199,0,0.0
446078753,14,0,0.0
446118280,6,0,0.0
446148288,282,4,0.01
447367167,2,0,0.0
447449649,4,0,0.0
447923896,13,0,0.0
447942957,963,10,0.01
448045737,506,13,0.03
448241811,46,0,0.0
448675856,86,20,0.23
448718342,1,0,0.0
449277933,2,0,0.0
449726611,2,0,0.0
449934310,1,0,0.0
450019117,13,0,0.0
450034488,8,6,0.75
450318727,3120,13,0.0
450719474,15,1,0.07
450915975,1,0,0.0
451251209,66,8,0.12
451460804,2,0,0.0
452115789,1,0,0.0
452121306,5,0,0.0
452521297,499,2,0.0
452862585,6,1,0.17
453408890,3,0,0.0
453448860,4,0,0.0
453727465,2997,184,0.06
454084073,26,0,0.0
454130362,52,0,0.0
454362117,1,0,0.0
454397570,176,0,0.0
454831799,75,0,0.0
455186216,1,0,0.0
455583180,158,0,0.0
455639229,11,0,0.0
455839431,3,0,0.0
455968674,45,4,0.09
456815394,1777,49,0.03
456959713,13,1,0.08
457486736,3,0,0.0
457503046,5,0,0.0
457829775,9,0,0.0
457937665,1,0,0.0
458278655,32,0,0.0
458493949,330,52,0.16
459180473,10,0,0.0
459249257,2161,14,0.01
459395437,133,3,0.02
460186403,7,0,0.0
460231480,3,0,0.0
460595608,1,0,0.0
460615918,119,0,0.0
461009946,7,0,0.0
461110818,2,0,0.0
461173720,5,1,0.2
461410712,6,0,0.0
461980094,1708,72,0.04
461981926,3,0,0.0
462031419,7,0,0.0
462060154,2,0,0.0
462111175,552,139,0.25
462324697,1,1,1.0
462423109,5,1,0.2
463262629,2350,108,0.05
464048700,1,0,0.0
464323380,14,2,0.14
464500213,1,0,0.0
464639322,144,10,0.07
464743263,3,0,0.0
464872684,62,2,0.03
465142209,4,1,0.25
465412656,4,0,0.0
465709316,17,1,0.06
466377860,453,99,0.22
466444901,41,0,0.0
466495453,617,3,0.0
466804642,8,0,0.0
466983454,649,10,0.02
467288123,1,0,0.0
467508619,6,0,0.0
467521627,8,0,0.0
468265680,1006,5,0.0
469236581,49,4,0.08
469286802,13,0,0.0
469620512,3,0,0.0
469627856,39,0,0.0
469721571,27,0,0.0
469769594,3,1,0.33
469863231,1,0,0.0
470379186,4,0,0.0
470566278,1,0,0.0
470943256,1,0,0.0
470994855,1,0,0.0
471061849,1,0,0.0
471209206,1,0,0.0
471355397,9,0,0.0
471982557,35,0,0.0
472199639,6,0,0.0
472282388,5,0,0.0
472347995,369,1,0.0
472682763,3,0,0.0
472760587,4,0,0.0
473236275,1841,10,0.01
473245853,4,0,0.0
473351343,32,0,0.0
473869910,1,0,0.0
474039840,2,0,0.0
474391882,2,0,0.0
474964993,2,0,0.0
475005557,29,1,0.03
475184837,1211,118,0.1
475209311,483,7,0.01
475299207,2,0,0.0
475319916,899,6,0.01
475662765,26,0,0.0
475834887,194,4,0.02
476761428,11,0,0.0
476777637,318,2,0.01
476812893,2,0,0.0
476866337,4,0,0.0
476978663,1170,17,0.01
477054141,27,0,0.0
477217325,97,0,0.0
477735804,5,0,0.0
477761895,9,0,0.0
477877271,1,0,0.0
478124343,53,6,0.11
478505878,24,4,0.17
479142643,2,0,0.0
479503506,40,2,0.05
479599271,9,0,0.0
479654764,23,0,0.0
479946456,90,2,0.02
480400232,4,0,0.0
480472627,1,0,0.0
481428358,33,0,0.0
481528229,128,1,0.01
481939631,28,0,0.0
482069279,1,0,0.0
482232952,34,0,0.0
482310295,108,2,0.02
482321744,7,0,0.0
482409501,11,0,0.0
482746624,4,2,0.5
482986016,2,0,0.0
483254394,2,0,0.0
483687562,8,3,0.38
483963120,239,16,0.07
484678959,121,13,0.11
484682688,5,0,0.0
484826121,1,0,0.0
484891039,47,4,0.09
485047565,3,0,0.0
485147562,6,0,0.0
485506251,18,8,0.44
485536484,8,0,0.0
485796555,8,0,0.0
485867082,5,0,0.0
485990049,7,0,0.0
486578600,41,1,0.02
486655987,9,0,0.0
486754962,19,0,0.0
486755495,1,0,0.0
486818275,1,0,0.0
486890692,183,2,0.01
487001767,5,0,0.0
487362686,83,1,0.01
487418977,2,1,0.5
487438504,1,0,0.0
487495499,24,3,0.12
487702644,3,0,0.0
487818086,21,0,0.0
488554471,1,0,0.0
488571474,19,0,0.0
488790928,2,0,0.0
489905914,17,1,0.06
490413450,4,0,0.0
490595745,590,24,0.04
490602656,1,0,0.0
490615293,5,0,0.0
490750556,9,1,0.11
491771652,6,0,0.0
491830982,9,1,0.11
491965518,3,0,0.0
492233087,522,2,0.0
492421400,323,11,0.03
492443635,5,0,0.0
492447729,3124,112,0.04
492462157,14,0,0.0
493205787,1,0,0.0
494137483,1045,75,0.07
494283206,8,0,0.0
494367282,10,0,0.0
494932443,8,0,0.0
495069837,2,0,0.0
495156448,50,0,0.0
495179144,3,0,0.0
495246723,38,4,0.11
495744897,7,0,0.0
495878460,1,0,0.0
496150923,5,0,0.0
496285412,6,0,0.0
496441541,1,0,0.0
496851320,549,42,0.08
497370713,4,0,0.0
497766189,3,0,0.0
497924894,3,0,0.0
498003246,4,3,0.75
498039841,215,0,0.0
498111537,7,0,0.0
498183969,6,0,0.0
498311110,3032,74,0.02
498743542,138,2,0.01
498836039,1,0,0.0
499322969,13,0,0.0
499779261,77,0,0.0
500121681,4,0,0.0
500675882,7,0,0.0
500887924,89,2,0.02
501077886,3,0,0.0
501159379,336,11,0.03
501989945,1,0,0.0
502027258,7,1,0.14
502170860,2,0,0.0
502323731,1,0,0.0
502656140,1,0,0.0
502801483,2,0,0.0
502866724,50,1,0.02
503995161,4,0,0.0
504408603,31,0,0.0
504523128,14,0,0.0
504607879,210,1,0.0
505659076,6,0,0.0
505738788,59,0,0.0
505997960,73,0,0.0
506394272,1385,46,0.03
506495365,3,0,0.0
507765360,159,2,0.01
507849885,138,2,0.01
508853613,3,0,0.0
509161644,2,0,0.0
510523722,96,2,0.02
511748108,143,1,0.01
512385304,1,0,0.0
513017755,4,0,0.0
513154516,1,0,0.0
513157271,94,1,0.01
513231410,76,0,0.0
513326541,1,0,0.0
513584451,168,3,0.02
514447126,38,0,0.0
514914158,128,6,0.05
515261858,2,0,0.0
515433978,96,0,0.0
515733376,6,0,0.0
516373568,7,0,0.0
516469368,2989,98,0.03
516523890,14,0,0.0
516691996,29,0,0.0
516693472,7,0,0.0
516822118,28,1,0.04
516905847,8,0,0.0
517032588,13,0,0.0
517655943,4,2,0.5
518504406,3,0,0.0
518653422,74,2,0.03
518674734,649,64,0.1
518828422,67,20,0.3
518898907,13,0,0.0
519403698,2,0,0.0
519736518,1,0,0.0
519844388,3,0,0.0
519853475,482,10,0.02
520428723,2,0,0.0
520557410,10,1,0.1
520875104,3,0,0.0
521127531,1,0,0.0
521314756,16,0,0.0
521508344,1,0,0.0
522077923,104,0,0.0
522202539,81,4,0.05
522297538,25,0,0.0
523021762,1,0,0.0
523288028,1295,3,0.0
523456246,635,5,0.01
524220420,10,0,0.0
524555510,6,0,0.0
524621264,5,0,0.0
525854870,3,0,0.0
525994077,2,0,0.0
526222070,13,1,0.08
526308939,1,0,0.0
526481327,2,0,0.0
526544760,10,0,0.0
526622000,125,1,0.01
527751490,76,1,0.01
527841008,3,0,0.0
527884048,3,0,0.0
529243702,13,0,0.0
529275497,109,4,0.04
531062077,7,0,0.0
531153380,13,0,0.0
531383542,2,0,0.0
531475059,90,2,0.02
532088762,1,0,0.0
532148906,453,14,0.03
532497797,67,1,0.01
533125583,179,17,0.09
533262992,19,0,0.0
536570873,10,0,0.0
537235119,9,0,0.0
537975944,229,0,0.0
537994710,1,0,0.0
538023250,1,0,0.0
538300929,1,0,0.0
538550199,3,0,0.0
538858701,3,0,0.0
538869202,49,0,0.0
539751539,4,0,0.0
539793095,2,0,0.0
539845843,19,0,0.0
540018879,7,0,0.0
540681841,227,5,0.02
540685541,148,4,0.03
541311904,17,0,0.0
541382075,11,0,0.0
541841918,10,0,0.0
543197902,1,0,0.0
543332929,494,19,0.04
543773869,33,0,0.0
544393489,73,2,0.03
546039246,11,3,0.27
546175525,797,29,0.04
546729384,51,2,0.04
546787897,1,0,0.0
547380368,74,0,0.0
547956407,308,45,0.15
548351191,61,0,0.0
548462417,18,0,0.0
548781967,16,0,0.0
549185496,4,0,0.0
550074379,3,0,0.0
550134915,85,1,0.01
550968243,96,0,0.0
551245649,989,53,0.05
551424037,16,1,0.06
551456352,2,0,0.0
551751780,1,0,0.0
551860535,1,0,0.0
551881511,4,0,0.0
551915004,1,0,0.0
552040653,1,0,0.0
552509999,68,3,0.04
552612507,38,1,0.03
552710329,2606,34,0.01
552936162,3,0,0.0
553012664,1,0,0.0
553170156,49,1,0.02
553508483,11,0,0.0
554171068,7,0,0.0
554211668,12,1,0.08
554457537,3,0,0.0
554567458,409,2,0.0
554600986,13,1,0.08
554916130,91,1,0.01
554986789,5,0,0.0
555036281,1,0,0.0
555277903,182,1,0.01
555327560,3,0,0.0
555524214,33,0,0.0
555538819,120,12,0.1
555843106,96,0,0.0
555937032,10,0,0.0
556077326,2,0,0.0
556506936,11,0,0.0
556898965,33,0,0.0
556924047,37,6,0.16
557010077,656,16,0.02
557045870,2,0,0.0
557079428,182,5,0.03
558782611,20,0,0.0
558852831,321,13,0.04
559358685,16,0,0.0
559547589,6,0,0.0
559853895,41,0,0.0
560181535,81,4,0.05
560185421,43,0,0.0
560187399,1,0,0.0
560482487,54,0,0.0
560495517,3,0,0.0
560496453,103,4,0.04
560516698,3,0,0.0
562069150,103,1,0.01
562328124,3,0,0.0
562869174,262,15,0.06
562918819,3,0,0.0
563138085,1,0,0.0
563221971,3,0,0.0
563944571,7,0,0.0
564358084,3,0,0.0
564937782,2,0,0.0
565344776,1,0,0.0
565690263,1,0,0.0
565830388,168,11,0.07
566406020,3,0,0.0
567223971,173,1,0.01
567685365,3,1,0.33
567861531,149,1,0.01
567889745,181,2,0.01
568129554,206,74,0.36
568369125,4,0,0.0
569250165,386,4,0.01
569795585,4,0,0.0
569836485,1238,11,0.01
569963158,2,0,0.0
571106202,2,0,0.0
571775827,11,0,0.0
572047686,27,1,0.04
572582250,1,0,0.0
573432530,1,0,0.0
573590425,10,0,0.0
574343190,52,0,0.0
574659042,16,1,0.06
575634146,1,0,0.0
576014587,40,0,0.0
576052573,3,1,0.33
576229244,28,0,0.0
576292563,2,0,0.0
577038259,34,1,0.03
578294295,6,0,0.0
578353496,204,0,0.0
579152694,8,0,0.0
579281039,1,0,0.0
579678116,999,0,0.0
579894138,34,0,0.0
580218229,636,5,0.01
580842821,3,0,0.0
581043140,65,0,0.0
581641256,259,4,0.02
581753679,26,0,0.0
582130505,552,11,0.02
583110495,1,0,0.0
583619284,18,1,0.06
583710403,7,0,0.0
583810022,10,1,0.1
584150190,21,0,0.0
584187485,98,0,0.0
584704133,83,1,0.01
584934984,1,0,0.0
585914748,512,5,0.01
586783976,15,1,0.07
586913952,25,1,0.04
587340605,3,0,0.0
588236667,102,12,0.12
588976445,2,0,0.0
589904011,267,79,0.3
590368208,31,0,0.0
590931733,1,0,0.0
591182701,6,0,0.0
591707792,2,0,0.0
592052210,75,2,0.03
592205697,16,0,0.0
592955546,6,0,0.0
593093658,47,0,0.0
593564542,86,5,0.06
593627971,23,0,0.0
594112759,141,2,0.01
594870642,7,1,0.14
594939505,118,6,0.05
595555215,10,0,0.0
595955133,746,15,0.02
596037997,2,0,0.0
596195026,4,0,0.0
596952070,1,0,0.0
597250355,3155,31,0.01
597460900,516,3,0.01
597569317,1,0,0.0
597597919,9,2,0.22
597732094,1,0,0.0
598136573,1,0,0.0
598241128,140,0,0.0
599323806,15,0,0.0
600683564,31,1,0.03
601014156,223,1,0.0
601779511,13,0,0.0
601791392,8,0,0.0
601797407,13,0,0.0
602311223,124,4,0.03
604010205,17,0,0.0
604487654,1,0,0.0
604520373,12,0,0.0
604796505,55,0,0.0
605449610,25,0,0.0
605577830,492,11,0.02
605810250,4,0,0.0
606476159,4,0,0.0
606646062,49,0,0.0
608095787,122,0,0.0
608383429,190,3,0.02
609212129,51,0,0.0
609560853,38,7,0.18
610235720,51,0,0.0
610293175,3,0,0.0
611017792,8,0,0.0
611194269,14,0,0.0
611603855,2,0,0.0
611617019,179,10,0.06
612484159,3,0,0.0
612650490,1,0,0.0
613379930,16,0,0.0
613478541,6,2,0.33
613491124,5,0,0.0
613850574,23,0,0.0
614392936,30,0,0.0
614985776,1,0,0.0
615333312,1,0,0.0
616125722,82,0,0.0
616297671,3,0,0.0
616359765,16,1,0.06
616518370,1,0,0.0
616954922,4,0,0.0
617094473,231,5,0.02
617926062,75,0,0.0
618115766,1,0,0.0
618134904,708,13,0.02
618271724,20,0,0.0
618337682,130,2,0.02
618386036,3,0,0.0
618391009,22,0,0.0
619012508,18,0,0.0
619249385,270,3,0.01
619327561,1,0,0.0
620372932,1,0,0.0
620878439,1,0,0.0
621277390,5,0,0.0
621706471,99,6,0.06
621849219,1,0,0.0
622201577,15,0,0.0
623188843,13,0,0.0
623702678,10,0,0.0
623935602,21,1,0.05
623940451,19,0,0.0
624113190,19,1,0.05
624573220,17,2,0.12
624587603,37,0,0.0
624587899,4,0,0.0
624923095,6,3,0.5
624960345,1,0,0.0
625325974,5,0,0.0
625338031,36,0,0.0
626456425,29,1,0.03
627371938,1684,44,0.03
627426687,5,0,0.0
629276753,29,0,0.0
629454953,40,0,0.0
629461826,5,1,0.2
629529458,85,10,0.12
629974234,1,0,0.0
630027269,5,0,0.0
630200655,1,0,0.0
630434540,2191,80,0.04
630519350,648,14,0.02
630573876,38,1,0.03
631164890,19,0,0.0
632895831,1,0,0.0
633561359,7,0,0.0
634438910,3,0,0.0
634478975,19,1,0.05
634733537,8,0,0.0
636186840,20,0,0.0
637183536,88,3,0.03
637252873,5,0,0.0
700037087,16,0,0.0
701090414,39,1,0.03
701491508,1,0,0.0
702578097,2,0,0.0
702703716,2280,1282,0.56
702855080,18,0,0.0
703592305,1,0,0.0
705207157,363,16,0.04
707022426,2,0,0.0
709153777,1,0,0.0
711062671,109,0,0.0
712193203,1054,69,0.07
712933628,1891,128,0.07
712962433,12,1,0.08
713110376,14,1,0.07
714635864,6,0,0.0
714736873,10,0,0.0
714839685,1,0,0.0
715199025,2,0,0.0
715497315,54,0,0.0
716529781,182,10,0.05
716808502,1,0,0.0
717629961,1,1,1.0
717943315,272,9,0.03
717959059,1283,217,0.17
717976610,708,15,0.02
718120026,9,0,0.0
718599062,215,0,0.0
719508227,1,0,0.0
722798244,4,0,0.0
724179548,12,0,0.0
725680999,647,67,0.1
726231104,9,0,0.0
729061944,88,20,0.23
730284872,3054,180,0.06
730523954,2,0,0.0
732270974,1,0,0.0
732804402,113,12,0.11
736934502,3,0,0.0
738436872,1,0,0.0
740070602,84,15,0.18
740230434,93,1,0.01
741468955,1,0,0.0
741497538,17,0,0.0
742562202,28,1,0.04
743424013,1063,1,0.0
744529044,1,0,0.0
747147666,3,0,0.0
747767329,51,0,0.0
747924236,3,0,0.0
747967315,1,0,0.0
751284361,1,0,0.0
751493143,3,0,0.0
752887879,1,0,0.0
753028376,2,0,0.0
754313244,5,0,0.0
756861558,64,2,0.03
757099243,439,26,0.06
759123326,8,0,0.0
